FX_60-126 
 1.00053     0.00120
 0.99122     0.00431
 0.97315     0.00921
 0.95158     0.01436
 0.92812     0.01925
 0.90377     0.02400
 0.87898     0.02881
 0.85386     0.03370
 0.82867     0.03863
 0.80343     0.04355
 0.77823     0.04845
 0.75324     0.05325
 0.72837     0.05786
 0.70356     0.06227
 0.67887     0.06643
 0.65395     0.07038
 0.62924     0.07409
 0.60446     0.07751
 0.57950     0.08074
 0.55483     0.08366
 0.52988     0.08631
 0.50507     0.08872
 0.48035     0.09076
 0.45533     0.09257
 0.43082     0.09403
 0.40609     0.09507
 0.38129     0.09585
 0.35699     0.09616
 0.33215     0.09606
 0.30797     0.09562
 0.28362     0.09457
 0.25921     0.09318
 0.23563     0.09121
 0.21129     0.08865
 0.18829     0.08565
 0.16450     0.08177
 0.14221     0.07759
 0.11971     0.07240
 0.09907     0.06700
 0.07892     0.06061
 0.06184     0.05429
 0.04597     0.04713
 0.03369     0.04041
 0.02295     0.03304
 0.01508     0.02682
 0.00949     0.02073
 0.00572     0.01556
 0.00348     0.01105
 0.00209     0.00693
 0.00097     0.00344
 0.00009     0.00055
 0.00000    -0.00224
 0.00098    -0.00468
 0.00333    -0.00632
 0.00641    -0.00797
 0.00994    -0.01002
 0.01456    -0.01209
 0.02061    -0.01468
 0.02817    -0.01769
 0.03862    -0.02035
 0.05256    -0.02367
 0.06978    -0.02645
 0.08946    -0.02922
 0.11120    -0.03125
 0.13334    -0.03286
 0.15689    -0.03385
 0.18021    -0.03443
 0.20457    -0.03445
 0.22856    -0.03417
 0.25316    -0.03331
 0.27777    -0.03224
 0.30221    -0.03068
 0.32728    -0.02884
 0.35176    -0.02671
 0.37683    -0.02422
 0.40188    -0.02163
 0.42668    -0.01881
 0.45183    -0.01595
 0.47692    -0.01305
 0.50193    -0.01013
 0.52715    -0.00730
 0.55237    -0.00450
 0.57732    -0.00187
 0.60250     0.00057
 0.62746     0.00283
 0.65236     0.00478
 0.67746     0.00653
 0.70240     0.00803
 0.72750     0.00929
 0.75240     0.01031
 0.77726     0.01102
 0.80204     0.01142
 0.82669     0.01145
 0.85138     0.01113
 0.87594     0.01042
 0.90050     0.00932
 0.92478     0.00783
 0.94843     0.00589
 0.97065     0.00341
 0.98977     0.00064
 0.99947    -0.00120
