NACA_6412
 1.00000     0.00126
 0.99018     0.00458
 0.97157     0.01073
 0.94939     0.01784
 0.92527     0.02530
 0.90038     0.03270
 0.87517     0.03989
 0.84982     0.04682
 0.82437     0.05348
 0.79885     0.05985
 0.77326     0.06592
 0.74763     0.07171
 0.72194     0.07720
 0.69621     0.08238
 0.67045     0.08726
 0.64466     0.09183
 0.61884     0.09607
 0.59302     0.09999
 0.56719     0.10358
 0.54136     0.10682
 0.51555     0.10971
 0.48976     0.11223
 0.46402     0.11438
 0.43836     0.11614
 0.41286     0.11750
 0.38793     0.11840
 0.36352     0.11868
 0.33931     0.11830
 0.31526     0.11727
 0.29136     0.11557
 0.26764     0.11320
 0.24412     0.11014
 0.22085     0.10639
 0.19787     0.10193
 0.17526     0.09677
 0.15308     0.09090
 0.13148     0.08434
 0.11064     0.07713
 0.09090     0.06939
 0.07273     0.06133
 0.05673     0.05331
 0.04339     0.04575
 0.03274     0.03896
 0.02446     0.03300
 0.01803     0.02778
 0.01301     0.02314
 0.00908     0.01896
 0.00600     0.01512
 0.00363     0.01153
 0.00188     0.00814
 0.00071     0.00490
 0.00010     0.00182
 0.00004    -0.00113
 0.00058    -0.00407
 0.00185    -0.00696
 0.00389    -0.00965
 0.00666    -0.01204
 0.01012    -0.01414
 0.01432    -0.01597
 0.01934    -0.01757
 0.02541    -0.01896
 0.03286    -0.02013
 0.04219    -0.02105
 0.05413    -0.02162
 0.06943    -0.02171
 0.08845    -0.02116
 0.11077    -0.01992
 0.13543    -0.01810
 0.16153    -0.01588
 0.18849    -0.01344
 0.21581    -0.01092
 0.24303    -0.00846
 0.27004    -0.00614
 0.29684    -0.00401
 0.32349    -0.00209
 0.35003    -0.00042
 0.37650     0.00097
 0.40322     0.00210
 0.43050     0.00309
 0.45799     0.00405
 0.48541     0.00495
 0.51282     0.00577
 0.54016     0.00649
 0.56745     0.00711
 0.59470     0.00762
 0.62191     0.00800
 0.64909     0.00825
 0.67624     0.00837
 0.70338     0.00835
 0.73049     0.00819
 0.75760     0.00788
 0.78469     0.00742
 0.81179     0.00682
 0.83887     0.00607
 0.86595     0.00518
 0.89296     0.00415
 0.91973     0.00299
 0.94576     0.00173
 0.96968     0.00047
 0.98961    -0.00065
 1.00000    -0.00126
